number,value,datetime_start,datetime_complete,duration,params_boosting_type,params_device_type,params_drop_correlated,params_drop_rate,params_feature_selection,params_gpu_use_dp,params_learning_rate,params_max_bin,params_max_depth,params_min_child_samples,params_min_split_gain,params_num_leaves,params_number_features,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq,user_attrs_Pipeline,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_mean_ae,user_attrs_train_median_ae,user_attrs_train_rmse,user_attrs_val_mean_ae,user_attrs_val_median_ae,user_attrs_val_rmse,state
0,79.98134384280537,2022-10-24 19:07:49.247667,2022-10-24 19:08:06.944218,0 days 00:00:17.696551,dart,gpu,yes,0.8675657456630034,ANOVA,False,0.10032809129075977,63,8,50,0.13948439945981203,2558,3.0,0.4069950417348816,0.6124638571417054,0.9040174624856749,6,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             model=LGBMRegressor(boosting_type='dart',
                                                                 device_type='gpu',
                                                                 drop_rate=0.8675657456630034,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.10032809129075977,
                                                                 max_bin=63,
                                                                 max_depth=8,
                                                                 min_child_samples=50,
                                                                 min_split_gain=0.13948439945981203,
                                                                 num_leaves=2558,
                                                                 random_state=120,
                                                                 reg_alpha=0.4069950417348816,
                                                                 reg_lambda=0.6124638571417054,
                                                                 subsample=0.9040174624856749,
                                                                 subsample_freq=6),
                                             number=3))])",yes,ANOVA,3.0,retained,no,30.273196286381204,12.973077476996385,78.67192165308391,30.62512193050269,13.067686739124952,79.98134384280537,COMPLETE
1,80.0833656755786,2022-10-24 19:08:07.111754,2022-10-24 19:08:35.650425,0 days 00:00:28.538671,gbdt,gpu,no,,Lasso,False,0.016136572419137088,63,5,56,0.2217714435824835,2075,28.0,0.1584490554179939,0.5128972744079245,0.7607537160280969,8,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             method='Lasso',
                                             model=LGBMRegressor(device_type='gpu',
                                                                 drop_rate=None,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.016136572419137088,
                                                                 max_bin=63,
                                                                 max_depth=5,
                                                                 min_child_samples=56,
                                                                 min_split_gain=0.2217714435824835,
                                                                 num_leaves=2075,
                                                                 random_state=120,
                                                                 reg_alpha=0.1584490554179939,
                                                                 reg_lambda=0.5128972744079245,
                                                                 subsample=0.7607537160280969,
                                                                 subsample_freq=8),
                                             number=28))])",no,Lasso,28.0,retained,no,31.636896447254657,17.330443990389742,78.00627491793934,32.00479757102419,17.382338957909678,80.0833656755786,COMPLETE
2,66.53360924336039,2022-10-24 19:08:35.841853,2022-10-24 19:08:45.527618,0 days 00:00:09.685765,gbdt,gpu,yes,,ANOVA,False,0.21739534049949805,63,4,30,5.1472006576256355,1395,25.0,2.345434192549536,17.96781724985763,0.5207244625040303,9,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             method='ANOVA',
                                             model=LGBMRegressor(device_type='gpu',
                                                                 drop_rate=None,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.21739534049949805,
                                                                 max_bin=63,
                                                                 max_depth=4,
                                                                 min_child_samples=30,
                                                                 min_split_gain=5.1472006576256355,
                                                                 num_leaves=1395,
                                                                 random_state=120,
                                                                 reg_alpha=2.345434192549536,
                                                                 reg_lambda=17.96781724985763,
                                                                 subsample=0.5207244625040303,
                                                                 subsample_freq=9),
                                             number=25))])",yes,ANOVA,25.0,retained,no,16.8693656277033,5.4036205424919785,58.2997569646698,18.165444104859713,5.497485989410243,66.53360924336039,COMPLETE
3,102.22367584745184,2022-10-24 19:08:45.706148,2022-10-24 19:09:04.251115,0 days 00:00:18.544967,gbdt,gpu,yes,,Lasso,False,0.0108017062304733,63,5,72,6.287198581566359,2606,9.0,0.5241681182073382,0.6086274510535956,0.7588464393866539,5,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             method='Lasso',
                                             model=LGBMRegressor(device_type='gpu',
                                                                 drop_rate=None,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.0108017062304733,
                                                                 max_bin=63,
                                                                 max_depth=5,
                                                                 min_child_samples=72,
                                                                 min_split_gain=6.287198581566359,
                                                                 num_leaves=2606,
                                                                 random_state=120,
                                                                 reg_alpha=0.5241681182073382,
                                                                 reg_lambda=0.6086274510535956,
                                                                 subsample=0.7588464393866539,
                                                                 subsample_freq=5),
                                             number=9))])",yes,Lasso,9.0,retained,no,47.71190598621658,30.04762718270703,101.17802617711924,47.978983944105885,30.047539094582344,102.22367584745184,COMPLETE
4,65.8992640513079,2022-10-24 19:09:04.439348,2022-10-24 19:09:36.218781,0 days 00:00:31.779433,gbdt,gpu,,,FeatureWiz,False,0.0740904037335583,63,10,97,5.265173034428641,3432,,5.518432395087113,0.6285118526609234,0.578606789412157,1,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             method='FeatureWiz',
                                             model=LGBMRegressor(device_type='gpu',
                                                                 drop_rate=None,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.0740904037335583,
                                                                 max_bin=63,
                                                                 max_depth=10,
                                                                 min_child_samples=97,
                                                                 min_split_gain=5.265173034428641,
                                                                 num_leaves=3432,
                                                                 random_state=120,
                                                                 reg_alpha=5.518432395087113,
                                                                 reg_lambda=0.6285118526609234,
                                                                 subsample=0.578606789412157,
                                                                 subsample_freq=1)))])",no,FeatureWiz,,retained,no,16.45693251507548,4.299758169041199,63.50201386177209,17.14683695945631,4.446561939662409,65.8992640513079,COMPLETE
5,166.6162352044836,2022-10-24 19:09:36.398726,2022-10-24 19:10:02.017341,0 days 00:00:25.618615,gbdt,gpu,yes,,Lasso,False,0.22231825381535705,63,12,72,1.4040020274046248,775,5.0,73.78029766006897,0.24994350142787178,0.8787834386053498,5,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             method='Lasso',
                                             model=LGBMRegressor(device_type='gpu',
                                                                 drop_rate=None,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.22231825381535705,
                                                                 max_bin=63,
                                                                 max_depth=12,
                                                                 min_child_samples=72,
                                                                 min_split_gain=1.4040020274046248,
                                                                 num_leaves=775,
                                                                 random_state=120,
                                                                 reg_alpha=73.78029766006897,
                                                                 reg_lambda=0.24994350142787178,
                                                                 subsample=0.8787834386053498,
                                                                 subsample_freq=5),
                                             number=5))])",yes,Lasso,5.0,retained,no,77.39655336737788,38.942329224626036,158.41188636955664,81.38158953265965,40.36985346134103,166.6162352044836,COMPLETE
6,89.73419703725152,2022-10-24 19:10:02.205696,2022-10-24 19:10:39.011660,0 days 00:00:36.805964,gbdt,gpu,yes,,FeatureImportance_ET,False,0.014679436205005452,63,11,28,4.19135278472528,2771,5.0,3.468122400070812,29.47731977435529,0.8688482910637126,4,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             method='FeatureImportance_ET',
                                             model=LGBMRegressor(device_type='gpu',
                                                                 drop_rate=None,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.014679436205005452,
                                                                 max_bin=63,
                                                                 max_depth=11,
                                                                 min_child_samples=28,
                                                                 min_split_gain=4.19135278472528,
                                                                 num_leaves=2771,
                                                                 random_state=120,
                                                                 reg_alpha=3.468122400070812,
                                                                 reg_lambda=29.47731977435529,
                                                                 subsample=0.8688482910637126,
                                                                 subsample_freq=4),
                                             number=5))])",yes,FeatureImportance_ET,5.0,retained,no,36.605983393470744,20.38371494280295,89.06041054132834,36.89141254622921,20.394657832081492,89.73419703725152,COMPLETE
7,65.10688987355918,2022-10-24 19:10:39.182296,2022-10-24 19:10:55.705627,0 days 00:00:16.523331,gbdt,gpu,yes,,ANOVA,False,0.04357219444792708,63,10,47,0.7184346864058596,93,16.0,0.3880438929305367,0.5686304987046567,0.7273005500777981,3,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             method='ANOVA',
                                             model=LGBMRegressor(device_type='gpu',
                                                                 drop_rate=None,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.04357219444792708,
                                                                 max_bin=63,
                                                                 max_depth=10,
                                                                 min_child_samples=47,
                                                                 min_split_gain=0.7184346864058596,
                                                                 num_leaves=93,
                                                                 random_state=120,
                                                                 reg_alpha=0.3880438929305367,
                                                                 reg_lambda=0.5686304987046567,
                                                                 subsample=0.7273005500777981,
                                                                 subsample_freq=3),
                                             number=16))])",yes,ANOVA,16.0,retained,no,15.868883292132914,3.9920780183101683,59.84671982551109,17.082294341879006,4.236374283584882,65.10688987355918,COMPLETE
8,138.9916469770939,2022-10-24 19:10:55.876371,2022-10-24 19:11:05.308184,0 days 00:00:09.431813,dart,gpu,no,0.2191913341839089,ANOVA,False,0.036629469022869385,63,3,83,0.6564509714407719,4045,2.0,0.24682536456799037,78.05677556523854,0.9060897716742572,9,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             model=LGBMRegressor(boosting_type='dart',
                                                                 device_type='gpu',
                                                                 drop_rate=0.2191913341839089,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.036629469022869385,
                                                                 max_bin=63,
                                                                 max_depth=3,
                                                                 min_child_samples=83,
                                                                 min_split_gain=0.6564509714407719,
                                                                 num_leaves=4045,
                                                                 random_state=120,
                                                                 reg_alpha=0.24682536456799037,
                                                                 reg_lambda=78.05677556523854,
                                                                 subsample=0.9060897716742572,
                                                                 subsample_freq=9),
                                             number=2))])",no,ANOVA,2.0,retained,no,59.63425067360122,24.442908425940015,138.70150734531876,59.80195302989673,24.487740512144594,138.9916469770939,COMPLETE
9,66.62028751520188,2022-10-24 19:11:05.478258,2022-10-24 19:11:20.714345,0 days 00:00:15.236087,dart,gpu,no,0.00046870464861043675,ANOVA,False,0.08971295400225326,63,11,54,1.0207657681874571,2276,7.0,5.5495691974005,0.14131385028013183,0.7097018557558671,9,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                             model=LGBMRegressor(boosting_type='dart',
                                                                 device_type='gpu',
                                                                 drop_rate=0.00046870464861043675,
                                                                 drop_seed=120,
                                                                 gpu_use_dp=False,
                                                                 learning_rate=0.08971295400225326,
                                                                 max_bin=63,
                                                                 max_depth=11,
                                                                 min_child_samples=54,
                                                                 min_split_gain=1.0207657681874571,
                                                                 num_leaves=2276,
                                                                 random_state=120,
                                                                 reg_alpha=5.5495691974005,
                                                                 reg_lambda=0.14131385028013183,
                                                                 subsample=0.7097018557558671,
                                                                 subsample_freq=9),
                                             number=7))])",no,ANOVA,7.0,retained,no,17.337087401705826,4.971598133885279,65.44800161785305,17.61465126796924,5.061573380012448,66.62028751520188,COMPLETE
